"id","product_id","date","categories","brand","name","merchant","quantity","unit_price"
833,59077,"2017-07-24","Computers & Accessories","Dell","Dell - XPS 2-in-1 13.3 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Silver""""","Bestbuy.com",1,"USD936,99"
834,57403,"2017-07-24","Computers & Accessories","Dell","XPS 8920 Tower Desktop Computer","Bestbuy.com",1,"USD905,99"
835,14720,"2017-07-26","Accessories & Supplies","Elite Screens","ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)","Bestbuy.com",1,"USD181,99"
836,79238,"2017-07-26","Accessories & Supplies","Insignia","Insignia - Fixed TV Wall Mount For Most 40-70"""" TVs - Black NS-HTVMF0C""""","Bestbuy.com",1,"USD56,99"
838,38282,"2017-07-26","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD58,99"
840,44342,"2017-07-26","Camera & Photo","Panasonic","Lumix G 25mm f/1.7 ASPH. Lens","Bestbuy.com",1,"USD216,99"
841,56689,"2017-07-26","Camera & Photo","Sony","BC-TRW W Series Battery Charger (Black)","Bestbuy.com",1,"USD27,99"
842,46643,"2017-07-26","Camera & Photo","Sony","Cyber-shot DSC-RX100 V Digital Camera","Bestbuy.com",1,"USD849,99"
843,12136,"2017-07-26","Camera & Photo","Sony","Sony - BC-TRX Battery Charger - Black","Bestbuy.com",1,"USD26,99"
844,11868,"2017-07-26","Car & Vehicle Electronics","Alpine","Alpine - 5 x 7"""" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD66,99"
845,50731,"2017-07-26","Car & Vehicle Electronics","Alpine","Alpine - 6 x 9"""" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""""","Bestbuy.com",1,"USD41,99"
846,20312,"2017-07-26","Car & Vehicle Electronics","Alpine","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD101,99"
847,12703,"2017-07-26","Car & Vehicle Electronics","Alpine","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""""","Bestbuy.com",2,"USD68,49"
849,61695,"2017-07-26","Car & Vehicle Electronics","Kenwood","Details About Kenwood 12 Inch 2000 Watt 4 Ohm Single Voice Coil Audio Subwoofer | Kfcw3016ps","Bestbuy.com",1,"USD52,99"
850,81086,"2017-07-26","Car & Vehicle Electronics","Kenwood","Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""""","Bestbuy.com",1,"USD214,99"
851,9884,"2017-07-26","Car & Vehicle Electronics","Kenwood","Kenwood DDX9703S 6.95 Double-DIN In-Dash DVD Receiver with Bluetooth","Bestbuy.com",1,"USD444,99"
852,31064,"2017-07-26","Car & Vehicle Electronics","Kenwood","Kenwood KDC-HD262U CD Receiver with Built-in HD Radio","Bestbuy.com",2,"USD75,99"
853,41579,"2017-07-26","Car & Vehicle Electronics","Pioneer","Details About Fits Chevy Silverado Pickup 19992006 Speaker Upgrade Pioneer Tsg1345r Tsg4620s","Bestbuy.com",2,"USD27,49"
854,55342,"2017-07-26","Car & Vehicle Electronics","Pioneer","Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote","Bestbuy.com",1,"USD160,99"
855,54518,"2017-07-26","Car & Vehicle Electronics","Sony","Sony XAV-AX100 6.4 Car Play/Android Auto Media Receiver with Bluetooth""""","Bestbuy.com",1,"USD343,99"
856,7439,"2017-07-26","Computers & Accessories","Alienware","Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""""","Bestbuy.com",1,"USD1411,99"
857,62849,"2017-07-26","Computers & Accessories","Alienware","Details About Alienware 15 R3 Aw15r3/15.6 Fhd/i77700hq/nvidia Gtx1070/16gb/1tb Hdd+128gb Ssd""""","Bestbuy.com",1,"USD1559,99"
858,72148,"2017-07-26","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",4,"USD2091,99"
859,18956,"2017-07-26","Computers & Accessories","Apple","21.5 iMac with Retina 4K Display (Mid 2017)","Bestbuy.com",1,"USD1379,99"
860,72953,"2017-07-26","Computers & Accessories","Apple","27 iMac with Retina 5K Display (Mid 2017)","Bestbuy.com",1,"USD1839,99"
861,51646,"2017-07-26","Computers & Accessories","Apple","Apple - MacBook Pro® - 13 Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage (Latest Model) - Silver""""","Bestbuy.com",1,"USD1879,99"
862,18338,"2017-07-26","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",2,"USD1691,99"
863,21508,"2017-07-26","Computers & Accessories","Apple","Apple MD825AM/A Lightning to VGA Adapter for iPhones","Bestbuy.com",1,"USD36,99"
864,459,"2017-07-26","Computers & Accessories","ASUS","Asus - 2-in-1 15.6 4K Ultra HD Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 950M - 2TB HDD + 512GB SSD - Sandblasted matte black aluminum""""","Bestbuy.com",1,"USD1099,99"
865,81581,"2017-07-26","Computers & Accessories","ASUS","ASUS VivoBook Max X541SA 15.6Inch Laptop Intel Pentium 4GB Memory 500GB HD Matte IMR X541SA-PD0703X","Bestbuy.com",1,"USD224,99"
866,30302,"2017-07-26","Computers & Accessories","ASUS","Details About Openbox Excellent: Asus Rog Gl502vm 15.6 Laptop Intel Core I7 12gb Me...""""","Bestbuy.com",1,"USD1124,99"
867,59077,"2017-07-26","Computers & Accessories","Dell","Dell - XPS 2-in-1 13.3 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Silver""""","Bestbuy.com",1,"USD936,99"
868,32450,"2017-07-26","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Bestbuy.com",1,"USD26,99"
869,57403,"2017-07-26","Computers & Accessories","Dell","XPS 8920 Tower Desktop Computer","Bestbuy.com",1,"USD905,99"
871,54526,"2017-07-26","Computers & Accessories","Insignia","Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black","Bestbuy.com",1,"USD50,99"
874,42959,"2017-07-26","Computers & Accessories","Lenovo","Lenovo - 100S-14IBR 14 Laptop - Intel Celeron - 2GB Memory - 32GB eMMC Flash Memory - Navy blue""""","Bestbuy.com",1,"USD206,99"
875,37097,"2017-07-26","Computers & Accessories","Lenovo","Lenovo - Yoga 710 2-in-1 11.6 Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Silver Tablet PC Notebook 80V6000PUS""""","Bestbuy.com",1,"USD494,99"
876,56695,"2017-07-26","Computers & Accessories","Lenovo","Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""""","Bestbuy.com",1,"USD359,99"
877,34483,"2017-07-26","Computers & Accessories","Microsoft","Microsoft Surface Pro 4 Type Cover with Fingerprint ID","Bestbuy.com",1,"USD137,99"
878,26627,"2017-07-26","Computers & Accessories","Microsoft","Universal Foldable Bluetooth Keyboard for Mobile Devices","Bestbuy.com",1,"USD68,99"
879,42196,"2017-07-26","Computers & Accessories","Razer","Details About Razer Blade Laptop 14 Full Hd (i77700hq""""","Bestbuy.com",1,"USD1889,99"
880,25144,"2017-07-26","Computers & Accessories","Razer","Razer - Blade Pro 17.3 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 1TB SSD - Black""""","Bestbuy.com",1,"USD3519,99"
881,70333,"2017-07-26","Headphones","Insignia","Insignia NS-HDRAD2 Tabletop HD Radio","Bestbuy.com",2,"USD35,99"
882,41904,"2017-07-26","Headphones","Sony","SRS-ZR7 Wireless Speaker","Bestbuy.com",1,"USD245,99"
885,24879,"2017-07-26","Home Audio","Onkyo","Onkyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD377,99"
886,45721,"2017-07-26","Home Audio","Onkyo","Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth","Bestbuy.com",1,"USD479,99"
887,6210,"2017-07-26","Home Audio","Pioneer","Elite SC-LX501 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD899,99"
888,46860,"2017-07-26","Home Audio","Pioneer","Pioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black","Bestbuy.com",2,"USD539,99"
889,80823,"2017-07-26","Home Audio","Samsung","Samsung Radiant360 R1 Wi-Fi/Bluetooth Speaker WAM1500/ZA - Black (Certified Refurbished)","Bestbuy.com",1,"USD121,99"
890,30124,"2017-07-26","Home Audio","Samsung","UBD-M9500 HDR UHD Upscaling Blu-ray Disc Player","Bestbuy.com",1,"USD296,99"
892,6788,"2017-07-26","Home Audio","Sony","Sony - 1155W 7.2-Ch. Hi-Res Network-Ready 4K Ultra HD and 3D Pass-Through HDR Compatible A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD503,99"
893,68232,"2017-07-26","Home Audio","Sony","Sony - 2.1-Channel Soundbar System with 6.3 Wireless Subwoofer and Digital Amplifier - Black""""","Bestbuy.com",1,"USD349,99"
894,27484,"2017-07-26","Home Audio","Sony","Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black","Bestbuy.com",1,"USD269,99"
895,38097,"2017-07-26","Home Audio","Sony","Sony - Shake Audio System - Black","Bestbuy.com",1,"USD327,99"
896,38926,"2017-07-26","Home Audio","Yamaha","RX-V583 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD419,99"
897,366,"2017-07-26","Home Audio","Yamaha","Yamaha - 6-1/2 2-Way In-Ceiling Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
898,11994,"2017-07-26","Home Audio","Yamaha","Yamaha - 725W 5.1-Ch. Network-Ready 4K Ultra HD and 3D Pass-Through A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD255,99"
899,63346,"2017-07-26","Home Audio","Yamaha","Yamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black","Bestbuy.com",2,"USD539,99"
900,60570,"2017-07-26","Home Audio","Yamaha","Yamaha - Natural Sound 5 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD78,99"
901,30235,"2017-07-26","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 3-Way In-Wall Speakers (Pair) - White""""","Bestbuy.com",1,"USD143,99"
902,25128,"2017-07-26","Home Audio","Yamaha","Yamaha RX-V383BL 5.1-Channel 4K Ultra HD AV Receiver with Bluetooth","Bestbuy.com",1,"USD234,99"
903,25033,"2017-07-26","TV & Video","Elite Screens","Elite Screens - Spectrum Series 110 Motorized Projector Screen - Black""""","Bestbuy.com",1,"USD207,99"
904,63307,"2017-07-26","TV & Video","LG","LG - 28 Class (27.5"""" Diag.) - LED - 720p - HDTV""""","Bestbuy.com",1,"USD149,99"
905,62506,"2017-07-26","TV & Video","LG","LG Electronics OLED65C7P 65-Inch 4K Ultra HD Smart OLED TV - Refurbished","Bestbuy.com",1,"USD2943,99"
906,72833,"2017-07-26","TV & Video","Samsung","MU8000-Series 65-Class HDR UHD Smart LED TV","Bestbuy.com",1,"USD1529,99"
907,54400,"2017-07-26","TV & Video","Samsung","Samsung - 55 Class - LED - Curved - Q7C Series - 2160p - Smart - 4K UHD TV with HDR""""","Bestbuy.com",1,"USD1759,99"
908,54038,"2017-07-26","TV & Video","Samsung","SAMSUNG 65 Class 4K (2160P) Ultra HD Smart QLED HDR TV QN65Q6FNAFXZA (2018 Model)""""","Bestbuy.com",1,"USD1091,99"
909,69519,"2017-07-26","TV & Video","Sony","Details About Sony Kd43x720e 43inch 4k Ultra Hd Smart Led Tv (2017 Model) Kd43x720e","Bestbuy.com",1,"USD535,99"
910,5046,"2017-07-26","TV & Video","Sony","Sony - 55 Class - LED - X800E Series - 2160p - Smart - 4K UHD TV with HDR""""","Bestbuy.com",1,"USD909,99"
911,9004,"2017-07-26","TV & Video","Sony","Sony - 55 Class - OLED - A1E Series - 2160p - Smart - 4K UHD TV with HDR""""","Bestbuy.com",1,"USD3219,99"
912,22214,"2017-07-26","TV & Video","Sony","W650D-Series 48-Class Full HD Smart LED TV","Bestbuy.com",1,"USD404,99"
913,67184,"2017-07-26","TV & Video","Sony","XBR-X850E-Series 75-Class HDR UHD Smart LED TV","Bestbuy.com",1,"USD2759,99"
916,54400,"2017-07-28","TV & Video","Samsung","Samsung - 55 Class - LED - Curved - Q7C Series - 2160p - Smart - 4K UHD TV with HDR""""","Beach Camera",1,"USD479,75"
918,41904,"2017-07-29","Headphones","Sony","SRS-ZR7 Wireless Speaker","Focus Camera",1,"USD479,75"
922,14720,"2017-07-31","Accessories & Supplies","Elite Screens","ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)","Bestbuy.com",1,"USD181,99"
923,50599,"2017-07-31","Accessories & Supplies","Elite Screens","ER120WH2 SableFrame 2 58.8 x 104.6 Fixed Frame Projection Screen","Bestbuy.com",1,"USD359,99"
925,38282,"2017-07-31","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD58,99"
927,56689,"2017-07-31","Camera & Photo","Sony","BC-TRW W Series Battery Charger (Black)","Bestbuy.com",1,"USD27,99"
928,12136,"2017-07-31","Camera & Photo","Sony","Sony - BC-TRX Battery Charger - Black","Bestbuy.com",1,"USD26,99"
929,11868,"2017-07-31","Car & Vehicle Electronics","Alpine","Alpine - 5 x 7"""" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD74,99"
930,50731,"2017-07-31","Car & Vehicle Electronics","Alpine","Alpine - 6 x 9"""" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""""","Bestbuy.com",1,"USD78,99"
931,20312,"2017-07-31","Car & Vehicle Electronics","Alpine","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD112,99"
932,12703,"2017-07-31","Car & Vehicle Electronics","Alpine","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""""","Bestbuy.com",1,"USD80,99"
934,61695,"2017-07-31","Car & Vehicle Electronics","Kenwood","Details About Kenwood 12 Inch 2000 Watt 4 Ohm Single Voice Coil Audio Subwoofer | Kfcw3016ps","Bestbuy.com",1,"USD105,99"
935,31064,"2017-07-31","Car & Vehicle Electronics","Kenwood","Kenwood KDC-HD262U CD Receiver with Built-in HD Radio","Bestbuy.com",2,"USD75,99"
936,41579,"2017-07-31","Car & Vehicle Electronics","Pioneer","Details About Fits Chevy Silverado Pickup 19992006 Speaker Upgrade Pioneer Tsg1345r Tsg4620s","Bestbuy.com",1,"USD28,99"
937,7439,"2017-07-31","Computers & Accessories","Alienware","Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""""","Bestbuy.com",1,"USD1479,99"
938,8632,"2017-07-31","Computers & Accessories","Apple","12 MacBook (Mid 2017, Gold)","Bestbuy.com",1,"USD1503,99"
939,72148,"2017-07-31","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",2,"USD2091,99"
940,51646,"2017-07-31","Computers & Accessories","Apple","Apple - MacBook Pro® - 13 Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage (Latest Model) - Silver""""","Bestbuy.com",1,"USD1738,99"
941,18338,"2017-07-31","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",1,"USD1691,99"
942,21508,"2017-07-31","Computers & Accessories","Apple","Apple MD825AM/A Lightning to VGA Adapter for iPhones","Bestbuy.com",1,"USD36,99"
943,57403,"2017-07-31","Computers & Accessories","Dell","XPS 8920 Tower Desktop Computer","Bestbuy.com",1,"USD905,99"
944,54526,"2017-07-31","Computers & Accessories","Insignia","Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black","Bestbuy.com",1,"USD50,99"
947,34483,"2017-07-31","Computers & Accessories","Microsoft","Microsoft Surface Pro 4 Type Cover with Fingerprint ID","Bestbuy.com",1,"USD137,99"
948,26627,"2017-07-31","Computers & Accessories","Microsoft","Universal Foldable Bluetooth Keyboard for Mobile Devices","Bestbuy.com",1,"USD68,99"
949,25144,"2017-07-31","Computers & Accessories","Razer","Razer - Blade Pro 17.3 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 1TB SSD - Black""""","Bestbuy.com",1,"USD3739,99"
950,41904,"2017-07-31","Headphones","Sony","SRS-ZR7 Wireless Speaker","Bestbuy.com",1,"USD204,99"
952,45721,"2017-07-31","Home Audio","Onkyo","Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth","Bestbuy.com",1,"USD479,99"
954,63307,"2017-07-31","TV & Video","LG","LG - 28 Class (27.5"""" Diag.) - LED - 720p - HDTV""""","Bestbuy.com",1,"USD114,99"
955,36432,"2017-07-31","TV & Video","Samsung","Samsung - 65 Class - LED - MU7000 Series - 2160p - Smart - 4K UHD TV with HDR""""","Bestbuy.com",1,"USD1259,99"
956,69519,"2017-07-31","TV & Video","Sony","Details About Sony Kd43x720e 43inch 4k Ultra Hd Smart Led Tv (2017 Model) Kd43x720e","Bestbuy.com",1,"USD535,99"
957,22214,"2017-07-31","TV & Video","Sony","W650D-Series 48-Class Full HD Smart LED TV","Bestbuy.com",1,"USD404,99"
958,14720,"2017-08-01","Accessories & Supplies","Elite Screens","ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)","Bestbuy.com",1,"USD181,99"
959,50599,"2017-08-01","Accessories & Supplies","Elite Screens","ER120WH2 SableFrame 2 58.8 x 104.6 Fixed Frame Projection Screen","Bestbuy.com",1,"USD359,99"
960,79238,"2017-08-01","Accessories & Supplies","Insignia","Insignia - Fixed TV Wall Mount For Most 40-70"""" TVs - Black NS-HTVMF0C""""","Bestbuy.com",1,"USD56,99"
962,38282,"2017-08-01","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD58,99"
964,44342,"2017-08-01","Camera & Photo","Panasonic","Lumix G 25mm f/1.7 ASPH. Lens","Bestbuy.com",1,"USD129,99"
965,29750,"2017-08-01","Camera & Photo","Sony","Alpha a7 Mirrorless Digital Camera with 28-70mm Lens and Battery Kit","Bestbuy.com",1,"USD1019,99"
966,56689,"2017-08-01","Camera & Photo","Sony","BC-TRW W Series Battery Charger (Black)","Bestbuy.com",1,"USD27,99"
967,46643,"2017-08-01","Camera & Photo","Sony","Cyber-shot DSC-RX100 V Digital Camera","Bestbuy.com",1,"USD849,99"
968,12136,"2017-08-01","Camera & Photo","Sony","Sony - BC-TRX Battery Charger - Black","Bestbuy.com",1,"USD26,99"
969,11868,"2017-08-01","Car & Vehicle Electronics","Alpine","Alpine - 5 x 7"""" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD74,99"
970,50731,"2017-08-01","Car & Vehicle Electronics","Alpine","Alpine - 6 x 9"""" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""""","Bestbuy.com",1,"USD78,99"
971,20312,"2017-08-01","Car & Vehicle Electronics","Alpine","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD112,99"
972,40141,"2017-08-01","Car & Vehicle Electronics","Alpine","Alpine KTP-445U Universal Power Pack Amplifier for Use w/ Aftermarket Head Units","Bestbuy.com",1,"USD126,99"
973,12703,"2017-08-01","Car & Vehicle Electronics","Alpine","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""""","Bestbuy.com",1,"USD80,99"
975,61695,"2017-08-01","Car & Vehicle Electronics","Kenwood","Details About Kenwood 12 Inch 2000 Watt 4 Ohm Single Voice Coil Audio Subwoofer | Kfcw3016ps","Bestbuy.com",1,"USD105,99"
976,81086,"2017-08-01","Car & Vehicle Electronics","Kenwood","Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""""","Bestbuy.com",1,"USD216,99"
977,9884,"2017-08-01","Car & Vehicle Electronics","Kenwood","Kenwood DDX9703S 6.95 Double-DIN In-Dash DVD Receiver with Bluetooth","Bestbuy.com",1,"USD494,99"
978,31064,"2017-08-01","Car & Vehicle Electronics","Kenwood","Kenwood KDC-HD262U CD Receiver with Built-in HD Radio","Bestbuy.com",2,"USD75,99"
979,24380,"2017-08-01","Car & Vehicle Electronics","Kenwood","Kenwood KFC-1653MRW 6.5 2-way Marine Speakers Pair (White)""""","Bestbuy.com",1,"USD89,99"
980,41579,"2017-08-01","Car & Vehicle Electronics","Pioneer","Details About Fits Chevy Silverado Pickup 19992006 Speaker Upgrade Pioneer Tsg1345r Tsg4620s","Bestbuy.com",2,"USD27,99"
981,55342,"2017-08-01","Car & Vehicle Electronics","Pioneer","Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote","Bestbuy.com",1,"USD160,99"
982,7439,"2017-08-01","Computers & Accessories","Alienware","Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""""","Bestbuy.com",1,"USD1479,99"
983,62849,"2017-08-01","Computers & Accessories","Alienware","Details About Alienware 15 R3 Aw15r3/15.6 Fhd/i77700hq/nvidia Gtx1070/16gb/1tb Hdd+128gb Ssd""""","Bestbuy.com",1,"USD1656,99"
984,8632,"2017-08-01","Computers & Accessories","Apple","12 MacBook (Mid 2017, Gold)","Bestbuy.com",1,"USD1503,99"
985,72148,"2017-08-01","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",4,"USD2091,99"
986,18956,"2017-08-01","Computers & Accessories","Apple","21.5 iMac with Retina 4K Display (Mid 2017)","Bestbuy.com",1,"USD1379,99"
987,72953,"2017-08-01","Computers & Accessories","Apple","27 iMac with Retina 5K Display (Mid 2017)","Bestbuy.com",1,"USD1839,99"
988,51646,"2017-08-01","Computers & Accessories","Apple","Apple - MacBook Pro® - 13 Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage (Latest Model) - Silver""""","Bestbuy.com",2,"USD1738,99"
989,18338,"2017-08-01","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",2,"USD1691,99"
990,21508,"2017-08-01","Computers & Accessories","Apple","Apple MD825AM/A Lightning to VGA Adapter for iPhones","Bestbuy.com",1,"USD36,99"
991,459,"2017-08-01","Computers & Accessories","ASUS","Asus - 2-in-1 15.6 4K Ultra HD Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 950M - 2TB HDD + 512GB SSD - Sandblasted matte black aluminum""""","Bestbuy.com",1,"USD1143,99"
992,81581,"2017-08-01","Computers & Accessories","ASUS","ASUS VivoBook Max X541SA 15.6Inch Laptop Intel Pentium 4GB Memory 500GB HD Matte IMR X541SA-PD0703X","Bestbuy.com",2,"USD265,99"
993,30302,"2017-08-01","Computers & Accessories","ASUS","Details About Openbox Excellent: Asus Rog Gl502vm 15.6 Laptop Intel Core I7 12gb Me...""""","Bestbuy.com",1,"USD1034,99"
994,59077,"2017-08-01","Computers & Accessories","Dell","Dell - XPS 2-in-1 13.3 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Silver""""","Bestbuy.com",1,"USD936,99"
995,32450,"2017-08-01","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Bestbuy.com",1,"USD26,99"
996,57403,"2017-08-01","Computers & Accessories","Dell","XPS 8920 Tower Desktop Computer","Bestbuy.com",1,"USD905,99"
997,54526,"2017-08-01","Computers & Accessories","Insignia","Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black","Bestbuy.com",1,"USD50,99"
1000,42959,"2017-08-01","Computers & Accessories","Lenovo","Lenovo - 100S-14IBR 14 Laptop - Intel Celeron - 2GB Memory - 32GB eMMC Flash Memory - Navy blue""""","Bestbuy.com",1,"USD206,99"
1001,37097,"2017-08-01","Computers & Accessories","Lenovo","Lenovo - Yoga 710 2-in-1 11.6 Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Silver Tablet PC Notebook 80V6000PUS""""","Bestbuy.com",1,"USD594,99"
1002,56695,"2017-08-01","Computers & Accessories","Lenovo","Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""""","Bestbuy.com",1,"USD317,99"
1003,34483,"2017-08-01","Computers & Accessories","Microsoft","Microsoft Surface Pro 4 Type Cover with Fingerprint ID","Bestbuy.com",1,"USD137,99"
1004,26627,"2017-08-01","Computers & Accessories","Microsoft","Universal Foldable Bluetooth Keyboard for Mobile Devices","Bestbuy.com",1,"USD68,99"
1005,42196,"2017-08-01","Computers & Accessories","Razer","Details About Razer Blade Laptop 14 Full Hd (i77700hq""""","Bestbuy.com",1,"USD1889,99"
1006,25144,"2017-08-01","Computers & Accessories","Razer","Razer - Blade Pro 17.3 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 1TB SSD - Black""""","Bestbuy.com",1,"USD3739,99"
1007,70333,"2017-08-01","Headphones","Insignia","Insignia NS-HDRAD2 Tabletop HD Radio","Bestbuy.com",1,"USD39,99"
1008,38053,"2017-08-01","Headphones","Sony","4GB NW-WS413 Sports Walkman Digital Music Player (Black)","Bestbuy.com",3,"USD90,99"
1009,41904,"2017-08-01","Headphones","Sony","SRS-ZR7 Wireless Speaker","Bestbuy.com",1,"USD204,99"
1012,24879,"2017-08-01","Home Audio","Onkyo","Onkyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD377,99"
1013,45721,"2017-08-01","Home Audio","Onkyo","Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth","Bestbuy.com",1,"USD479,99"
1014,6210,"2017-08-01","Home Audio","Pioneer","Elite SC-LX501 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD899,99"
1015,46860,"2017-08-01","Home Audio","Pioneer","Pioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD449,99"
1016,30124,"2017-08-01","Home Audio","Samsung","UBD-M9500 HDR UHD Upscaling Blu-ray Disc Player","Bestbuy.com",1,"USD300,99"
1018,56249,"2017-08-01","Home Audio","Sony","HT-XT2 170W 2.1-Channel TV Speaker Base (Black)","Bestbuy.com",1,"USD104,99"
1019,6788,"2017-08-01","Home Audio","Sony","Sony - 1155W 7.2-Ch. Hi-Res Network-Ready 4K Ultra HD and 3D Pass-Through HDR Compatible A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD424,99"
1020,68232,"2017-08-01","Home Audio","Sony","Sony - 2.1-Channel Soundbar System with 6.3 Wireless Subwoofer and Digital Amplifier - Black""""","Bestbuy.com",1,"USD279,99"
